,index,Tweet,HS
1582,85,prestasi pak anies formule e dulu yang caci maki sekarang puji puji sama dukung ganjar mulut mu bau mas bukti bahwa dukung ganjarist gerombol otak kerdil malu,HATE
1583,86,kalau menang ya bu tapi anies kalau kalah bagaimana,NON_HATE
1584,87,anies ter the best chief competition officer formula e albe o longo balap formula e jaka a 2022 baik dalam sejarah balap,NON_HATE
1585,88,proud of kamu mr anies baswedan,NON_HATE
1586,89,sudah kamu cukup gari klub masa lalu itu saja kalau soal politik itu gue yakin otak tidak sampai dan nanti jangan lupa untuk pilih anies saja,HATE
1587,90,wawancara pak anies di australia bicara fakta mana yang jelek kasus covid hingga kucur dana covid yang korupsi kan hasil dari tidak transparan nya data covid apa kamu mau dukung sih penilep bansos sana kumpul saja kamu sama sih juliari,NON_HATE
1588,91,anies salah garden kebun jika itu untuk tanam baik bunga atau buah contoh kebun jeruk kebun bunga produktif sedang park taman mrujuk pada ekterior alam yang bisa isi tanam hias wahana brmain hewan baik alami atau buat contoh safari park prigen jawa timur tonton main,NON_HATE
1589,92,anies adalah bicara subisidi mobil listrik memang dia sadar tidak anggar formula e yang dia hambur bukan lebih baik uang itu hambur tambah armada mobil bus listrik buat trans jaka a,NON_HATE
1590,93,huruf besar cetak miring cetak tebal pasang kerlip2 sudah saat indonesia pimpin orang guru viral meme anies guru jadi presiden nasional demokrat sudah saat indonesia pimpin orang guru,NON_HATE
1591,94,dendam saking benci anies tak undang tonton formula e,HATE
1592,95,media abal abal pesan oposisi tidak pernah kritik nasional demokrat demokrat partai adil sejahtera hanya serang kubu perintah dan selalu mengada2 karena yang punya media ini sih jidat ireng asong khilafah jilat pantat anies,HATE
1593,96,buzerr tolol tidak ada senjata baru ya buat serang pak anies berita basi dibawa2 kon tol,HATE
1594,97,drama formula e anies baswedan akhir dunia,NON_HATE
1595,98,sudah tidak usah pilih susah amat hidup kamu nanti juga calon presiden pilih anies saja,HATE
1596,99,nah mulai deh pada buka borok padahal yang dukung anies itu notabene 2019 dukung prabowo,HATE
1597,100,viral meski tonton sendiri untuk hadir ajang formula e dua di jaka a dunia internasional aku ajang formula e adalah sejarah prestasi anies untuk jaka a tingkat dunia lambe waras emas tetap emas meski tonton di tribun sekalipun,NON_HATE
1598,101,1 karena kontrak sudah di tanda ya harus dilanjutka 2 bilang sukses anies lah jelas jelas sekarang panitia dan semua bukan under anies lagi bagaimana sih,NON_HATE
1599,102,anies adalah keren cebong pada takut benar sama anies anies bikin cebong gemetar siang malam anies pilih cebong auto kejang,HATE
1600,103,yakin itu anies jadi calon presiden di 2024 3 pak ai nasional demokrat demokrat partai adil sejahtera sampai hari ini saja belum satu suara satu saja tidak satu suara alamat anies jegal pak ainya sendiri,NON_HATE
1601,104,anies dan segenap warga daerah khusus ibukota bisa bikin sirkuit formula e bukan sekadar ada ajang formula e tanpa minta dana ke badan usaha milik negara anda bisa apa anies dan warga daerah khusus ibukota bisa tetap ngebangun sirkuit formula e meski fitnah dan recok buzzer,NON_HATE
1602,105,ya karena rakyat indonesia makin pintar jadi imbas dukung anies makin sedikit karena hanya orang orang bodoh yang dukung anies,HATE
1603,106,daerah khusus ibukota jaka a adalah bukti bahwa ubah dengan tidak lanjut program gubernur belum malah tambah banjir tambah kumuh amp program sporadis parcial anies baswedan gagal total karena kurang minum kopi amp piknik,NON_HATE
1604,107,sadar juga kalau anies tidak kenapa apa mantap bro,HATE
1605,108,buzzerp memang harus musnah kalau nanti anies jadi ri 1,NON_HATE
1606,109,amaizing buat buat bang anies,NON_HATE
1607,110,anjing tidak punya malu hajat bang anies kamu nikmat dasar muka tembok kamu,HATE
1608,111,nasional demokrat seperti sesal dukung anies apa cuma tes ombak,HATE
1609,112,alahhh adalah mana berani sama anies,NON_HATE
1610,113,sudah kudegem moga anies agus harimurti yudhoyono good bye buat indonesia,HATE
1611,114,capitals of other countries are decorated dengan icons full of messages and meanings anies icons are full of immoral messages,NON_HATE
1612,115,media ini kerja hanya diskredit lawan politik anies dan jilat pantat anies,HATE
1613,116,pokok pak anies the best lah,NON_HATE
1614,117,anies dong,NON_HATE
1615,118,hmmm apakah anies juga pernah undang ahok ke suatu acara lama anies jabat bagai gubernur jaka a,NON_HATE
1616,119,sementara dukung pak anies dari pak ai pak ai yang ingin proporsional buka,NON_HATE
1617,120,anies unggul mana mask 2 ganjar pranowo doang nanti ada yang amuk,HATE
1618,121,benci anies itu buzzer locknut lgbt,HATE
1619,122,padahal anies tidak ada badan usaha milik negara yang sponsor ya,NON_HATE
1620,123,kasi ya para benci anies mau bikin formula e mesti minta dana ke badan usaha milik negara,HATE
1621,124,saya lebih tuju anies gatot nurmantyo biar balance dan lebih kuat wakil sipil militer rebut suara jawa tengah muda tua restrukturisasi militer bijak wibawa insyaallah indonesia bisa bangkit kembali amin,NON_HATE
1622,125,selamat nikmat hasil prestasi pak maju terus pak anies walaupun buzzerp cebong menzolimi insyaallah allah subhanahu wa taala sama hamba nya yang jalan di jalan yang lurus dan tulus,HATE
1623,126,siapa buzzerp anies bisa sebut nama,NON_HATE
1624,127,jaka a adalah daerah khusus yang terima dampak limpah fiskal yang harus anies dapat manuver lebih besar tekan miskin begini ratio dan tingkat usaha mikro kecil dan tengah namun satu satu milik modal usaha henti operasi di jaka a pindah ke daerah lain,NON_HATE
1625,128,kata menang total kata banyak tapi mentwit masih bawa bawa anies no anies no makan no anies no seru anies hati kan cebong mabuk anies,HATE
1626,129,bila gagal yapres suara dukung ganjar ke prabowo enak saja anies gagal gye golput,HATE
1627,130,aspal sirkuit formula e ancol masih sangat bagus sampai hari ini sukses selenggara e prix jaka a 2023 terima kasih pak anies baswedan,NON_HATE
1628,131,mantap tetapi presiden tetap pak anies insyaallah,NON_HATE
1629,132,jiah gilir anies saja kalian ribut bukan main mau kalian kalian saja yang sukses tidak boleh dari kelompok mana aku saja deh formula e itu karena tangan anies dulu yang sukses kalau tidak tidak bakal diadain lagi,NON_HATE
1630,133,kenapa tidak kampanye calon presiden yang dukung nya saja kenapa urus calon presiden lain takut ya kalau ibu khofifah atau yenny wahid jadi wakil presiden nya anies justru bu khofifah jadi wakil presiden nya anies akan hapus itu stigma politik identitas nu harus bangga kader nya akan jadi ri 2,NON_HATE
1631,134,hasil prestasi kerja pak anies yang dulu mereka caci sekarang gerombol ganjar jilat ludah sendiri hai amit amit,HATE
1632,135,anda kira sp jika rc rakyat jelata banyak mereka itu adalah oligarki oligarki yang malang lintang bisnis di antero indonesia siapa milik k jet pribadi yang tumpang pak anies saat kampanye ke seluruh indonesia siapa yang bayar asal mangap saja,HATE
1633,136,dulu zaman reformasi pak amien rais sebut lokomotif reformasi karena bagai pelopor zaman sebut sepe inya wajar kalau pak anies kita sebut lokomotif formula e karena juang beliau laksana helat formula e yang tak begitu mudah dan banyak rintang amp hasil,NON_HATE
1634,137,tetap anies pakai hati nurani mu bro,NON_HATE
1635,138,jadi begini saat ini sudah pasuk mana rakyat dan warganet untuk cawe2 jaga jago masing masing dukung anies sila bela anies dukung ganjar sila bela ganjar dukung prabowo sila bela prabowo asal jangan presiden saja yang cawe2 terlalu risiko,HATE
1636,139,terus kok kamu sibuk ngerecokin sangat harga anies atau sangat bahaya untuk rezim korup,HATE
1637,140,eh bokep tiap hari kamu lintas di lini masa gue bicara anies mulu dengan tidak fair kamu kasih tau terus prestasi ganjar biar orang pilih ganjar gue orang jaka a dan tau betul era pimpin anies jadi makin kamu fitnah anies makin tidak suka gue lihat ganjar karena kamu,NON_HATE
1638,141,hidup anies yang jelas bibit bebet bobot juga cucu dari pahlawan ri anak orang guru se a yang harum daerah khusus ibukota di mata international bagi mereka yang melek mata dan bersih hati,NON_HATE
1639,142,anies doooong sudah cukup 2 kali dukung prabowo amp ujung juga tidak ngenakin enough is enough i have a much better prospective leader now,HATE
1640,143,2 orang 2 suara ini rakyat biasa dukung anies,HATE
1641,144,pak buat acara formula e tidak dukung sama dan bahkan aspal jalan sirkuit formula e saja pak anies cari sendiri kontraktor dan tidak ada itu bantuan2 dari perintah,HATE
1642,145,karena dia rasa dekat dengan kuasa orang yang turut dia punya power dan sangat ingin jatuh pak anies,HATE
1643,146,betul sekali jadi tidak perlu pakai basa basi undang segala ya meski kata anies yang punya ide,NON_HATE
1644,147,sekalipun halang oleh kuasa niat tulus orang anies yang amanah dan ikhlas tuhan beri jalan yang baik,NON_HATE
1645,148,hiii najis hasil kerja prestasi pak anies yang dulu dibully sekarang puji puji makhluk najis tidak tahu malu kamu cih,HATE
1646,149,terus kalau pak anies jelek emnag turut anda 7kw it bagus bisa kasih daftar prestasi 7kw yang anda bangga dengan kapasitas yang ala kadar it,NON_HATE
1647,150,diam diam kamu aku formula e manfaat bukan hanya bagi daerah khusus ibukota tapi bagi ri tapi hati busuk kamu berat aku anies yang rintis dan mulai sampah,NON_HATE
1648,151,ragu koalisi anies punya calon wakil presiden kejut pakar berat belum tentu bisa menang,HATE
1649,152,coba sebut apa fitnah ke aniies kan fakta anies sepe i itu,HATE
1650,153,denny indrayana aku minta mahfud md bantu anies baswedan jadi calon presiden agar demokrasi lebih sehat,NON_HATE
1651,154,alah cocote ru kamu cuma ikut ikut pak anies saja kamu pakai fasilitas acara yt buat oleh anies dan sponsor oleh dan kamu tidak layak jadi gubernur su kamu cocok jadi kepala desa haha,NON_HATE
1652,155,demokrat sosok calon wakil presiden anies akan kejut tunggu rakyat,HATE
1653,156,badan awas pilih umum komisi pemelihan umum kerja tidur ada tim ganjar bagi bagi sembako kampanye di masjid dan keliling2 indonesia tidak ada reaksi dari badan awas pilih umum sedang kalau anies salat jumat badan awas pilih umum buru buru bangun dengan ancam akan lapor anies atur di ri harus adil negara ri bukan milik partai demokrasi indonesia juang saja,NON_HATE
1654,157,tidak jadi pindah sircuitnyanke sudirman masih betah ya pakai bangun karya anies,NON_HATE
1655,158,terus anies mau di mana in bang,HATE
1656,159,zaman anies formula e selalu serang buzzerp sekarang kok adem ayem ya malah nikmat untung dari selenggara sebut padahal inisiator pak anies sampai dalam buat sirkuit selalu recok dan hambat,NON_HATE
1657,160,jejak kamu sera kayak begini dulu pak anies di fitnah amp di hina sekarang puja puji gubernur giveaway ini orang mukak tembok amp tidak punya malu,HATE
1658,161,layak untuk pak anies calon pilih rakyat,HATE
1659,162,ayo fitnah anies lagi biar kita tau siapa cundang sejati bangsa ini,HATE
1660,163,alas satu tk sudi bayar sure pay,NON_HATE
1661,164,wkwk gue saja yang bukan fanboy anies malu baca kemarin kemarin kamu bukan ikut serang formula e,NON_HATE
1662,165,formula e anies bisa ban gerombol minus prestasi coba curi prestasi anies tapi gagal total rakyat tidak buta,HATE
1663,166,mudah mudah layak untuk pak anies harga itu,NON_HATE
1664,167,alas satu tak sudi bayar sure pay,NON_HATE
1665,168,tidak mungkin lupa kalau formula e bisa ada di jaka a hasil dari uang pribadi atau keluarga nya anies,NON_HATE
1666,169,siapa pasang anies di pilih umum 2024 tetap tidak akan menang karena kakak kamu mati ada di calon presiden,HATE
1667,170,keren ganjar memang tepat jadi presiden toleran anies memang tepat jadi presiden indonesia tuju adil bagi seluruh rakyat indonesia,HATE
1668,171,anies baswedan masuk yang libat aktif dalam proses reformasi 98 dan beliau tetap rendah hati dan bijak tidak sepe i para politis yang aku dan lantang aktivis 98 hanya untuk jabat dan bisa kita lihat dimedsos dan media lain yang cukup kita ragu validitas,NON_HATE
1669,172,walaupun niat kejut jangan sampai yang jadi calon wakil presiden pak anies itu malah pak johnny plate ya cuma saran bagai sahabat saja sih sekalipun tidak ada larang karena pak johnny kader nasional demokrat dan kaya ratus miliar sangka koruptor masih bisa maju,HATE
1670,173,tapi anies memang jelek itu kok kerja fakta di jaka a bro kita orang jaka a lihat sendiri,HATE
1671,174,koreksi diri dulu periksa hati guna nurani untuk nilai dan timbang suatu perkara jujur pada diri sendiri apa sih yang dapat harap dari anies,NON_HATE
1672,175,makin coba benam pak anies akan makin kibar,HATE
1673,176,tidak cape pikir anies terus oh iya lagi cari makan ya lanjjjoootttt,NON_HATE
1674,177,anies cetus formula e,NON_HATE
1675,178,kalau 2024 jokowi lawan anies yakin lah kawan itu juga ikut jokowi tapi 2024 ini jokowi harus istirahat semua punya hak di 2024 untuk suara kepada siapa 2019 juga prabowo rival jokowi tapi sekarang akrab kan ini nama strategi politik,NON_HATE
1676,179,dan para penies dukung anies tetap otot junjung tidak dukung oligarki lawak,HATE
1677,180,moga allah subhanahu wa taala rida bapak anies rasyid baswedan jadi presiden indonesia amin ya robbal alamiin,HATE
1678,181,moga allah selalu lindung yang benar ladang pahala buat pak anies kalau itu memang benar itu gibah akan tetapi kalau salah itu fitnah semua akan di hisab di hadap allah jemari ucap buat,HATE
1679,182,yakin masih punya duit berat cari bohir calon yang elektabilitasnya nyungsep terus masih alot calon wakil presiden anies pasti urus duit,NON_HATE
1680,183,9 10,NON_HATE
1681,184,wkwk akhir aku kerja keras pak dong ya kali mau di usut komisi berantas korupsi karena bayar lebih orang memang menteri uang yang lebih transfer lawaakk lawaakk oi cenul ayo dong aku tinggal pak anies yang kesan amp baik ini,HATE
1682,185,heran anies ini sudah tidak menjabt dia itu beli tiket sendiri pakai uang dia kenapa kalian ribut nanti kalau anies tidak lihat juga salah datang salah haha ribet sudah,HATE
1683,186,kalem saja sih john panik amat orang prabowo juga belum deklarasi resmi jadi calon presiden pak ai usung koalisi nya juga belum final beda hal ganjar sama anies kamu lebih baik fokus berita ganjar yang bagus bagus sudah,NON_HATE
1684,187,tidak akan pilih prabowo viarpun anies tidak calon presiden,HATE
1685,188,anies moga strok melet melet,NON_HATE
1686,189,eh puja den bokep tululllll yang bawa event formula e ke indonesia itu pak anies kamu tidak ada sopan santun sama orang yang sangat jasa harum nama bangsa sendiri,NON_HATE
1687,190,kalau di perintah ketika orang menang ada istilah bersih bersih siap siap saja kalau anies yang menang atau bahkan prabowo menang juga,HATE
1688,191,benar nyata denny indrayana musni umar jegal anies baswedan bukan isap jempol,HATE
1689,192,haha itu kenapa saya tolak keras kalau jadi wakil presiden nya anies jilat dan kutu loncat,HATE
1690,193,kalau terus hilang karya anies rasa sulit karena sudah condong ke suatu kelompok,HATE
1691,194,orang yang benci anies adalah dari kelompok cinta anus,HATE
1692,195,terima kasih pak anies imdonesia akan jaya jika pimpin oleh pak anies,HATE
1693,196,terima kasih telah ikut kampanye kan pak anies,HATE
1694,197,ingat saja pak ganjar dan pak prabowo itu masih jabat publik aktif dan sekarang calon presiden dari partai politik usung masing masing sementara pak anies sudah jadi rakyat biasa demokrasi kita harus lurus ini apakah orientasi pada lanjut kuasa atau layan publik,NON_HATE
1695,198,haha memang dahhhhh anies tak undang di formula e komisaris badan usaha milik negara kayak anak tk raung raung tidak kasih permen,HATE
1696,199,karena anies telah kalah ahok itu saja kenapa karena mereka dewa ahok padahal oleh anies cukup senyum kapar dia mereka dendam lah kesumat,HATE
1697,200,anies mencret mencret,NON_HATE
1698,201,bukti bacot doang beda jauh banding anies yang cerdas konsep cerdas laksana kalau ganjar ngawur konsep ngawur laksana buzzernya ganas,HATE
1699,202,siapa hayo anies sentil pimpin yang takut masa jabat akhir,HATE
1700,203,nanti di kejar habib bahar kalau tua lengser dan anies jadi preaiden bisa sial hidup,HATE
1701,204,dia kira harap undang pak anies itu nerimo kalau undang oleh orang orang baik,HATE
1702,205,harap maklum kerja mas denny kan nyinyir anies dan pak ai dukung anies ketrampilan nya kan itu dari situ kan dapur nya bisa ngebul,HATE
1703,206,milenial kok pada pilih kakek2 sure pay tk masuk akal,HATE
1704,207,insya allah anies jadi presiden ri 2024 amin,NON_HATE
1705,208,saat indonesia tampil di kancah international negeri butuh pimpin yang bisa angkat sama abat bangsa yang puruk derajat dengan bangsa bangsa lain bismillah pak anies baswedan presiden indonesia,NON_HATE
1706,209,kalau suruh pilih ganjar atau prabowo aku pilih prabowo kalau suruh pilih prabowo atau anies aku pilih anies ganjar tugas pak ai prabowo boneka jokowi anies tugas rakyat,HATE
1707,210,sejarah akan catat dengan tinta emas nya anies pahlawan lawan zalim rezim laknat,HATE
1708,211,ah kalau kata anies bebas dapat,NON_HATE
1709,212,ev akan mrnjadi tren ke depan formula e adalah ajang promosi mobil listrik jadi harus di dukung anies dukung ev yang dia kritik subsidi untuk ev pribadi karena subsidi ev pribadi sama saja mendubsidi orang kayak tapi yang anies dukung adalah subsidi ev massal paham,NON_HATE
1710,213,deklarasi ganjar oleh anak anak sekolah dasar ya tidak apa2lah kalau deklarasi anies nah baru bisa anggap langgar iya tidak,HATE
1711,214,bismillah assalamualaikum tagar ronin benih garvo mohon bantu suarakn dengan 2 tagar sama karena rkyat ingin prubahn anies pilihn rkyat untuk bisa mlakuknx bila untuk p ahankn negeri ini dari khancurn vivere simul simul morietur,NON_HATE
1712,215,makanya tidak mungkin anies di capreskan oleh sp dengan gratisssss ke toilet saja bayar 2rb jakarta dengan empat ratus triliun lebih tidak jadi apa apa sila lanjut kalimat,NON_HATE
1713,216,he kutil babi mana kemarin kemarin kalian saat anies di hujat karena bangun sirkuit fe sekarang ngik ngik ngik ramai sak kandang kayak babi kalian pak anies itu bukti telah bangun yang untung buat bangsa yang belah lagi selalu rugi dan cekik bangsa,NON_HATE
1714,217,lawan anies adalah oknum aparat khianat negara satu republik indonesia jongos 9 naga cina kayak di indonesia 9 naga dendam atas kalah ah k pada pilih gubernur daerah khusus ibukota jaka a yang menang anies,HATE
1715,218,heru nebeng hasil prestasi anies,HATE
1716,219,luar biasa cerdas memang pak anies formula e hasil karya jadi bangga indonesia,NON_HATE
1717,220,contoh jahat buzzer ganjar tebar hoaks buzzer bayar tiada ahlak terus terus tebar bohong 1 yang di bagi itu gambar saat proyek belum selesai 2 tangan banjir anies sangat baik hingga saat ini banjir kurang 90 persen di jaka a,NON_HATE
1718,221,bagai bantu anies tidak juga mana mana gusur dengan paksa atau tidak bukan ukur nya kalau masih gusur fakta anies 5 tahun bagai gubernur kampung mukim kumuh di be ambah dari 225 jadi 250,NON_HATE
1719,222,pasti tidak hasil duit dan untung uang rapat saja tidak ada yang sawer bagaimana mau jadi sepakat sama ambyar anies,NON_HATE
1720,223,anies baswedan di mata orang surya tjandra juru bicara,HATE
1721,224,ganjar memang buta mata dan hati berat aku tangan banjir jaka a oleh anies jauh lebih baik dari jokowi dan ahok apalagi banding dengan jawa tengah ganjar tidak ada apa apa 10 tahun ganjar cuma mbacot untuk tangan banjir jawa tengah,HATE
1722,225,anies real menang di dunia nyata,NON_HATE
1723,226,partai adil sejahtera aku nama calon wakil presiden anies kerucut tapi masih bicara,HATE
1724,227,dulu bungkuk lemah kemudian angkat biar bisa diri tegak telah tegak tubuh saja daya nalar masih bungkuk olah jumawa mengherdik yang telah tegak salah anies cuma satu gagal tegak isi otak karena orang bodoh gerak tak kendali,HATE
1725,228,nyata sandi benar rasional apa gagas koalisi ubah dan arah apa yang mw ubah anies justru sekarang dia bagai menkraf sangat paham arah visi misi jokowi dalam kurun waktu 9thn bangun indonesia maju bukan cuma narasi gagas tapi tidak ada wujud nyata,NON_HATE
1726,229,mantap prabowo anies menang,HATE
1727,230,orang anies baswedan mampu meng indonesia pada dunia dan itu tolok ukur dan kunci dari kapasitas dan kapabilitas pimpin beliau bagai good benar,NON_HATE
1728,231,bisa saja anies eliminasi oleh alam kayak dulu aburizal bakrie dan dahlan iskan,HATE
1729,232,anies menangisss,HATE
1730,233,yang tolak anies itu subsidi untuk beli kendara listrik blooon tidak usah subsidi pun beli mobil listrik harus inden 6 bulan anak tk ajar tahun saja pintar cebong 10 tahun otak tetap saja 78,HATE
1731,234,kecuali milenial surup yang tidak pilih anies,NON_HATE
1732,235,sembah pak anies buat jakpro,NON_HATE
1733,236,anies tak undang di formula e jaka a 2023 rocky kuasa masih dendam padahal dia inisiator,HATE
1734,237,saya yang simpatisan anies ya tidak tuju lah dia orang dalam yang bisa men sleding dari belakang,HATE
1735,238,kampanye amp amanah penuh janji politik warga tanah merah pilih anies karena tidak gusur kawasan kumuh,HATE
1736,239,jabat giveaway tinggal nikmat dan para buzzerp nya pada gagu yang kerja keras pak anies baswedan sampai beli aspal saja susah,NON_HATE
1737,240,kalau soal tipu tipu tipu anies juara,NON_HATE
1738,241,apa yang kalian survei yang menang itu anies,HATE
1739,242,ribet ah rakyat indonesia pilih umum 2024 itu simpel saja 1 ingin ubah pilih anies 2 ingin lanjut pilih orang dalam perintah sekarang prabowo sudah tinggal mau apa lalu kembali kerja ke kerja masing masing baik baik negara kita akan maju,NON_HATE
1740,243,anies susilo bambang yudhoyono atau anies jika,HATE
1741,244,apa apa apa akhir aku juga anies korupsi dengan halus bahasa dengan sebut lebih bayar,HATE
1742,245,sayang anies tidak akan menang,HATE
1743,246,sudah majuin saja anies dan agus harimurti yudhoyono paling nyungsep lagi,HATE
1744,247,manusia boleh mrencnakan allah subhanahu wa taala yang tentu insya allah pak anies tidak out malah depan insya allah menang kenapa pak anies ditkuti segala macam survei jegal hoaks sebar laku buzzerp yang tidak mau anies menang lurus baik ikhlas itu pak anies untuk rakyat indonesia,NON_HATE
1745,248,sakit hati balas dendam politik busuk tidak punya urat malu anies tak undang di formula e jaka a 2023 rocky kuasa masih dendam padahal dia inisiator,HATE
1746,249,terima kasih pak anies moga segera jadi presiden sikat habis para buzzerp yang rusak satu dan satu jaya negara satu republik indonesia,HATE
1747,250,eh jawa omong kamu medok jelas kamu jawa tidak pernah tinggal dan jadi warga daerah khusus ibukota maka kamu tidak kenal 5 tahun cukup buat jaka a jadi hebat memang anies selalu bilang dia layan rakyat apa kamu sapelo maka tinggal di daerah khusus ibukota baru kamu rasa tulus anies untuk rakyat cuma ruhut yang jahat,NON_HATE
1748,251,jabat nya enggak ada malu ya lupa siapa gagas ayo pak anies baswedan buat mereka sedikit pikir,NON_HATE
1749,252,itu lobang2 hasil mas cokowi sekarang tutup biar calon presiden lain tidak cebur haha kayak tidak ada sumber lain lagi untuk menjelek2an anies moga orang tidak sesal telah besar mu salam santuy,HATE
1750,253,anies lebih negara satu republik indonesia,HATE
1751,254,memang rezim belum ini ada jadi orang orang intoleran bunuh orang di indonesia lah itu para laku bom apa saya memang orang yang intoleran tapi hanya kepada mereka yang sikap intoleransi apalagi yang bawa bawa agama sementara anies dukung oleh orang orang surat pemberitahuan tahun itu,NON_HATE
1752,255,ciri ciri anak ayah hanya berani serang pak ai dukung anies tapi melempem sama partai demokrasi indonesia juang ganjar fenomena apakah ini ku tak tahu,HATE
1753,256,2024 anies presiden indonesia tak bendung tak te andingi republik indonesia 1,HATE
1754,257,fun factnya anies pilih,HATE
1755,258,kami sangat menge i yang maksud dengan slogan anies ubah walaupun dia tidak jelas ubah bagaimana maka kami tidak akan pilih anies karena kami tidak ingin sepe i jaka a,NON_HATE
1756,259,sekarang tinggal enak waktu pak anies juang laksana formula e omong sampah kamu keluar semua sekarang kamu nikmat dasar munafik,HATE
1757,260,anies sayang allah rakyat yang ber iman kuasa dengki sayang setan dan iblis,NON_HATE
1758,261,mbah said didu calon wakil presiden for anies,NON_HATE
1759,262,wajar mereka para buzzer takut tengah mati kalau anies jadi presiden lapak nafkah mereka bakal tutup pasu dari ngebuzzer jadi nol balik ke gembel lagi jadi sekarang ya mati an bagaimana cara mereka mempe ahankan posisi,NON_HATE
1760,263,anies jelas memang bodoh lama ini aku belum pernah dengar dapat dia yang masuk akal selalu nalar tidak umum,HATE
1761,264,siapa yang ajak kamu kamu kan sama suka den ganjar tiktokers ya sudah minggir tetapi kalau mau waras ayo pilih pak anies,HATE
1762,265,komisaris pelni buruk dalam sejarah di indonesia kamu koar koar bilang anies gubernur buruk dalam sejarah gilir ajak adu data untuk bukti benar ucap kamu kamu malah koar koar di media sosial ini di sini orang pada tau kualitas kamu,NON_HATE
1763,266,begitu kubu belah culas dan sadis segala cara tempuh untuk jegal anies baswedan agar tidak populer,HATE
1764,267,ya kamu juga rakyat kamu rakyat bagi mana kalau mau waras ya gabung ke pak anies kalau mau di halu saja ya ke den ganjar begitu saja kok repot,HATE
1765,268,gambar kuat orang mandataris rakyat yang lupa diri siapa dan apa wajib kepada negara rakyat sesuai janji sumpah saat lantik rasa frustasi berat hadap fenomena anies yang ketar dunia,NON_HATE
1766,269,oke anies kamu have my attention berani sekali angkat isu sumber air minum yang asai korporasi,NON_HATE
1767,270,orang sabar insya allah akan petik hasil kelak yang nyuekin anies akan ganti cuek,HATE
1768,271,segmentasi pilih anies masih sangat batas pilih dominasi oleh kalang yang marah dan benci perintah sementara di sisi lain tingkat percaya kepada perintah jokowi masih sangat tinggi,HATE
1769,272,yang aneh kenapa pihak non koalisi usung anies pada panik dengan elekt anies yang jeblok itu,HATE
1770,273,masya allah sehat sehat terus ya pak anies amp keluarga moga allah selalu lindung,HATE
1771,274,beban tertawa padahal pak susilo bambang yudhoyono nyata dukung penuh pak anies tar blunder lagi nih penduking genjer kalau masalah begini wkwk,NON_HATE
1772,275,bonger hoker selalu benar fe di jaka a anies klaim jis di jaka a anies klain jaklingko anies klaim pokok semua yang jadi di jaka a itu karya gubernur batavia jp coen mata bonger hoker anies tukang klaim,HATE
1773,276,bismillah bi idznillah bapak anies presiden 2024 amin,HATE
1774,277,anies iya,NON_HATE
1775,278,perhati burung garuda versi anies dan ganjar nyata beda,NON_HATE
1776,279,anies keren ya om luar biasa,NON_HATE
1777,280,kalau anies korupsi logika sudah lama di tangkap komisi berantas korupsi anies ini banyak musuh bukti sampai sekarang susah untuk temu bukti bahwa anies korupsi logika saja lah,HATE
1778,281,buzzer rupiah mau bicara dan narasi apa fakta dari luar negeri aku prestasi anies untuk tangan banjir daerah khusus ibukota,NON_HATE
1779,282,akhir anies pada waktu malu malu begitu meng aku,NON_HATE
1780,283,other platforms are sok kind to them it really speaks to how twitter is just an echo chamber of insults,NON_HATE
1781,284,kalau pak anies salah pasti sudah pakai baju orange,NON_HATE
1782,285,terima kasih pak anies baswedan sudah buat jaka a tidak kalah dengan negara eropa amp asia lain insyaallah,NON_HATE
1783,286,sejak anies pakai mayat di pilih kepala daerah daerah khusus ibukota 2017 semua jadi tidak sama,NON_HATE
1784,287,semangat ya den 6 tahun tanpa henti sama coro televisi membully anies tapi anies makin populer sungguh hidup tiada manfaat,NON_HATE
1785,288,jadi simalakama tetap saja anies yang dapat nama siapa yang selenggara fe beda dengan esemka,NON_HATE
1786,289,anjing gong gong anies tetap presiden,HATE
1787,290,badan awas pilih umum dan komisi pemelihan umum sepe inya sudah di setting untuk jegal anies,HATE
1788,291,memang anies ada rasa hormat ke gubernur belum,NON_HATE
1789,292,lihat video rawan anies,HATE
1790,293,takut panik kalah populer jadi saing tak sehat anti anies amp politik busuk benar salah anies apa ya seperti benci banget sama enzim wkwk,NON_HATE
1791,294,simak survei baru calon presiden 2024 prabowo lawan ganjar lawan anies,HATE
1792,295,saya heran kenapa tiap lawan anies pada takut jika anies pilih jadi presiden ri sampai sampai serang dari segala arah tapi tenang pak anies orang yang te indas bakal kabul doa bakal dapat simpati dan empati dari rakyat,NON_HATE
1793,296,orang awam tau anies gagas fe sampai bisa laksana di indonesia jaka a untuk 5 musim bukan gagas fe di seluruh dunia,NON_HATE
1794,297,sakit masyarakat jawa tengah ucap ganjar tahan pangan harus beterima kasih kepada pak anies waktu jabat gubjkt karena masyarakat jawa tengah yang miskin ngluruk cari makan di jaka a,NON_HATE
1795,298,sandi ambil panggung dari pentas anies,HATE
1796,299,memang kamu tidak tau berita anies jelek indonesia di luar negeri atau kamu tidak sama tau,HATE
1797,300,tren turun elektabilitas anies baswedan pada jumlah survei ini sebab kata amat,NON_HATE
1798,301,sejak formula e pe sama gelar sudah lihat niat tidak harga itu tetapi sirkuit itu akan selalu identik dengan anies,NON_HATE
1799,302,lah cerita bagaimana hendri satrio jokowi panik dan takut kalah lagi dari anies,HATE
